type,notch,searge,mcp
func,acp/a(Lfy;)V,net/minecraft/entity/monster/AbstractSkeleton/func_70037_a(Lnet/minecraft/nbt/NBTTagCompound;)V,readEntityFromNBT
func,acp/a(Lua;)V,net/minecraft/entity/monster/AbstractSkeleton/func_180481_a(Lnet/minecraft/world/DifficultyInstance;)V,setEquipmentBasedOnDifficulty
func,acp/a(Lua;Lvs;)Lvs;,net/minecraft/entity/monster/AbstractSkeleton/func_180482_a(Lnet/minecraft/world/DifficultyInstance;Lnet/minecraft/entity/IEntityLivingData;)Lnet/minecraft/entity/IEntityLivingData;,onInitialSpawn
func,acp/a(Lvl;Laip;)V,net/minecraft/entity/monster/AbstractSkeleton/func_184201_a(Lnet/minecraft/inventory/EntityEquipmentSlot;Lnet/minecraft/item/ItemStack;)V,setItemStackToSlot
func,acp/a(Lvp;F)V,net/minecraft/entity/monster/AbstractSkeleton/func_82196_d(Lnet/minecraft/entity/EntityLivingBase;F)V,attackEntityWithRangedAttack
func,acp/i()V,net/minecraft/entity/monster/AbstractSkeleton/func_70088_a()V,entityInit
func,acp/n()V,net/minecraft/entity/monster/AbstractSkeleton/func_70636_d()V,onLivingUpdate
func,acp/p()Lqe;,net/minecraft/entity/monster/AbstractSkeleton/func_190727_o()Lnet/minecraft/util/SoundEvent;,getStepSound
func,acp/p(Z)V,net/minecraft/entity/monster/AbstractSkeleton/func_184724_a(Z)V,setSwingingArms
func,acp/r()V,net/minecraft/entity/monster/AbstractSkeleton/func_184651_r()V,initEntityAI
func,acp/aE()V,net/minecraft/entity/monster/AbstractSkeleton/func_70098_U()V,updateRidden
func,acp/aF()D,net/minecraft/entity/monster/AbstractSkeleton/func_70033_W()D,getYOffset
func,acp/bM()V,net/minecraft/entity/monster/AbstractSkeleton/func_110147_ax()V,applyEntityAttributes
func,acp/by()F,net/minecraft/entity/monster/AbstractSkeleton/func_70047_e()F,getEyeHeight
func,acp/cn()Lvu;,net/minecraft/entity/monster/AbstractSkeleton/func_70668_bt()Lnet/minecraft/entity/EnumCreatureAttribute;,getCreatureAttribute
func,acp/dl()Z,net/minecraft/entity/monster/AbstractSkeleton/func_184725_db()Z,isSwingingArms
func,acp/dm()V,net/minecraft/entity/monster/AbstractSkeleton/func_85036_m()V,setCombatTask
func,acq$a/a()Z,net/minecraft/entity/monster/EntityBlaze$AIFireballAttack/func_75250_a()Z,shouldExecute
func,acq$a/c()V,net/minecraft/entity/monster/EntityBlaze$AIFireballAttack/func_75249_e()V,startExecuting
func,acq$a/d()V,net/minecraft/entity/monster/EntityBlaze$AIFireballAttack/func_75251_c()V,resetTask
func,acq$a/e()V,net/minecraft/entity/monster/EntityBlaze$AIFireballAttack/func_75246_d()V,updateTask
func,acq$a/f()D,net/minecraft/entity/monster/EntityBlaze$AIFireballAttack/func_191523_f()D,getFollowDistance
func,acq/F()Lqe;,net/minecraft/entity/monster/EntityBlaze/func_184639_G()Lnet/minecraft/util/SoundEvent;,getAmbientSound
func,acq/J()Lnf;,net/minecraft/entity/monster/EntityBlaze/func_184647_J()Lnet/minecraft/util/ResourceLocation;,getLootTable
func,acq/M()V,net/minecraft/entity/monster/EntityBlaze/func_70619_bc()V,updateAITasks
func,acq/a(Lry;)V,net/minecraft/entity/monster/EntityBlaze/func_189761_b(Lnet/minecraft/util/datafix/DataFixer;)V,registerFixesBlaze
func,acq/a(Z)V,net/minecraft/entity/monster/EntityBlaze/func_70844_e(Z)V,setOnFire
func,acq/d(Lur;)Lqe;,net/minecraft/entity/monster/EntityBlaze/func_184601_bQ(Lnet/minecraft/util/DamageSource;)Lnet/minecraft/util/SoundEvent;,getHurtSound
func,acq/e(FF)V,net/minecraft/entity/monster/EntityBlaze/func_180430_e(FF)V,fall
func,acq/i()V,net/minecraft/entity/monster/EntityBlaze/func_70088_a()V,entityInit
func,acq/n()V,net/minecraft/entity/monster/EntityBlaze/func_70636_d()V,onLivingUpdate
func,acq/p()Z,net/minecraft/entity/monster/EntityBlaze/func_70845_n()Z,isCharged
func,acq/r()V,net/minecraft/entity/monster/EntityBlaze/func_184651_r()V,initEntityAI
func,acq/aR()Z,net/minecraft/entity/monster/EntityBlaze/func_70027_ad()Z,isBurning
func,acq/av()I,net/minecraft/entity/monster/EntityBlaze/func_70070_b()I,getBrightnessForRender
func,acq/aw()F,net/minecraft/entity/monster/EntityBlaze/func_70013_c()F,getBrightness
func,acq/bM()V,net/minecraft/entity/monster/EntityBlaze/func_110147_ax()V,applyEntityAttributes
func,acq/cf()Lqe;,net/minecraft/entity/monster/EntityBlaze/func_184615_bR()Lnet/minecraft/util/SoundEvent;,getDeathSound
func,acq/s_()Z,net/minecraft/entity/monster/EntityBlaze/func_70814_o()Z,isValidLightLevel
func,acr/B(Lvg;)Z,net/minecraft/entity/monster/EntityCaveSpider/func_70652_k(Lnet/minecraft/entity/Entity;)Z,attackEntityAsMob
func,acr/J()Lnf;,net/minecraft/entity/monster/EntityCaveSpider/func_184647_J()Lnet/minecraft/util/ResourceLocation;,getLootTable
func,acr/a(Lry;)V,net/minecraft/entity/monster/EntityCaveSpider/func_189775_b(Lnet/minecraft/util/datafix/DataFixer;)V,registerFixesCaveSpider
func,acr/a(Lua;Lvs;)Lvs;,net/minecraft/entity/monster/EntityCaveSpider/func_180482_a(Lnet/minecraft/world/DifficultyInstance;Lnet/minecraft/entity/IEntityLivingData;)Lnet/minecraft/entity/IEntityLivingData;,onInitialSpawn
func,acr/bM()V,net/minecraft/entity/monster/EntityCaveSpider/func_110147_ax()V,applyEntityAttributes
func,acr/by()F,net/minecraft/entity/monster/EntityCaveSpider/func_70047_e()F,getEyeHeight
func,acs/B(Lvg;)Z,net/minecraft/entity/monster/EntityCreeper/func_70652_k(Lnet/minecraft/entity/Entity;)Z,attackEntityAsMob
func,acs/J()Lnf;,net/minecraft/entity/monster/EntityCreeper/func_184647_J()Lnet/minecraft/util/ResourceLocation;,getLootTable
func,acs/a(F)F,net/minecraft/entity/monster/EntityCreeper/func_70831_j(F)F,getCreeperFlashIntensity
func,acs/a(I)V,net/minecraft/entity/monster/EntityCreeper/func_70829_a(I)V,setCreeperState
func,acs/a(Laci;)V,net/minecraft/entity/monster/EntityCreeper/func_70077_a(Lnet/minecraft/entity/effect/EntityLightningBolt;)V,onStruckByLightning
func,acs/a(Laed;Lub;)Z,net/minecraft/entity/monster/EntityCreeper/func_184645_a(Lnet/minecraft/entity/player/EntityPlayer;Lnet/minecraft/util/EnumHand;)Z,processInteract
func,acs/a(Lfy;)V,net/minecraft/entity/monster/EntityCreeper/func_70037_a(Lnet/minecraft/nbt/NBTTagCompound;)V,readEntityFromNBT
func,acs/a(Lry;)V,net/minecraft/entity/monster/EntityCreeper/func_189762_b(Lnet/minecraft/util/datafix/DataFixer;)V,registerFixesCreeper
func,acs/a(Lur;)V,net/minecraft/entity/monster/EntityCreeper/func_70645_a(Lnet/minecraft/util/DamageSource;)V,onDeath
func,acs/b(Lfy;)V,net/minecraft/entity/monster/EntityCreeper/func_70014_b(Lnet/minecraft/nbt/NBTTagCompound;)V,writeEntityToNBT
func,acs/d(Lur;)Lqe;,net/minecraft/entity/monster/EntityCreeper/func_184601_bQ(Lnet/minecraft/util/DamageSource;)Lnet/minecraft/util/SoundEvent;,getHurtSound
func,acs/e(FF)V,net/minecraft/entity/monster/EntityCreeper/func_180430_e(FF)V,fall
func,acs/i()V,net/minecraft/entity/monster/EntityCreeper/func_70088_a()V,entityInit
func,acs/p()Z,net/minecraft/entity/monster/EntityCreeper/func_70830_n()Z,getPowered
func,acs/r()V,net/minecraft/entity/monster/EntityCreeper/func_184651_r()V,initEntityAI
func,acs/B_()V,net/minecraft/entity/monster/EntityCreeper/func_70071_h_()V,onUpdate
func,acs/bM()V,net/minecraft/entity/monster/EntityCreeper/func_110147_ax()V,applyEntityAttributes
func,acs/bg()I,net/minecraft/entity/monster/EntityCreeper/func_82143_as()I,getMaxFallHeight
func,acs/cf()Lqe;,net/minecraft/entity/monster/EntityCreeper/func_184615_bR()Lnet/minecraft/util/SoundEvent;,getDeathSound
func,acs/dm()I,net/minecraft/entity/monster/EntityCreeper/func_70832_p()I,getCreeperState
func,acs/dn()Z,net/minecraft/entity/monster/EntityCreeper/func_146078_ca()Z,hasIgnited
func,acs/do()V,net/minecraft/entity/monster/EntityCreeper/func_146079_cb()V,ignite
func,acs/dp()Z,net/minecraft/entity/monster/EntityCreeper/func_70650_aV()Z,ableToCauseSkullDrop
func,acs/dq()V,net/minecraft/entity/monster/EntityCreeper/func_175493_co()V,incrementDroppedSkulls
func,acs/dr()V,net/minecraft/entity/monster/EntityCreeper/func_146077_cc()V,explode
func,acs/ds()V,net/minecraft/entity/monster/EntityCreeper/func_190741_do()V,spawnLingeringCloud
func,act$1/a(Loq;)Z,net/minecraft/entity/monster/EntityElderGuardian$1/apply(Lnet/minecraft/entity/player/EntityPlayerMP;)Z,-
func,act$1/apply(Ljava/lang/Object;)Z,net/minecraft/entity/monster/EntityElderGuardian$1/apply(Ljava/lang/Object;)Z,-
func,act/F()Lqe;,net/minecraft/entity/monster/EntityElderGuardian/func_184639_G()Lnet/minecraft/util/SoundEvent;,getAmbientSound
func,act/J()Lnf;,net/minecraft/entity/monster/EntityElderGuardian/func_184647_J()Lnet/minecraft/util/ResourceLocation;,getLootTable
func,act/M()V,net/minecraft/entity/monster/EntityElderGuardian/func_70619_bc()V,updateAITasks
func,act/a(Lry;)V,net/minecraft/entity/monster/EntityElderGuardian/func_190768_b(Lnet/minecraft/util/datafix/DataFixer;)V,registerFixesElderGuardian
func,act/d(Lur;)Lqe;,net/minecraft/entity/monster/EntityElderGuardian/func_184601_bQ(Lnet/minecraft/util/DamageSource;)Lnet/minecraft/util/SoundEvent;,getHurtSound
func,act/p()I,net/minecraft/entity/monster/EntityElderGuardian/func_175464_ck()I,getAttackDuration
func,act/bM()V,net/minecraft/entity/monster/EntityElderGuardian/func_110147_ax()V,applyEntityAttributes
func,act/cf()Lqe;,net/minecraft/entity/monster/EntityElderGuardian/func_184615_bR()Lnet/minecraft/util/SoundEvent;,getDeathSound
func,act/dm()V,net/minecraft/entity/monster/EntityElderGuardian/func_190767_di()V,setGhost
func,act/dn()Lqe;,net/minecraft/entity/monster/EntityElderGuardian/func_190765_dj()Lnet/minecraft/util/SoundEvent;,getFlopSound
func,acu$1/a(Lacv;)Z,net/minecraft/entity/monster/EntityEnderman$1/apply(Lnet/minecraft/entity/monster/EntityEndermite;)Z,-
func,acu$1/apply(Ljava/lang/Object;)Z,net/minecraft/entity/monster/EntityEnderman$1/apply(Ljava/lang/Object;)Z,-
func,acu$a/a()Z,net/minecraft/entity/monster/EntityEnderman$AIPlaceBlock/func_75250_a()Z,shouldExecute
func,acu$a/a(Lamu;Let;Laow;Lawt;Lawt;)Z,net/minecraft/entity/monster/EntityEnderman$AIPlaceBlock/func_188518_a(Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;Lnet/minecraft/block/Block;Lnet/minecraft/block/state/IBlockState;Lnet/minecraft/block/state/IBlockState;)Z,canPlaceBlock
func,acu$a/e()V,net/minecraft/entity/monster/EntityEnderman$AIPlaceBlock/func_75246_d()V,updateTask
func,acu$b$1/a(Laed;)Z,net/minecraft/entity/monster/EntityEnderman$AIFindPlayer$1/apply(Lnet/minecraft/entity/player/EntityPlayer;)Z,-
func,acu$b$1/apply(Ljava/lang/Object;)Z,net/minecraft/entity/monster/EntityEnderman$AIFindPlayer$1/apply(Ljava/lang/Object;)Z,-
func,acu$b/a()Z,net/minecraft/entity/monster/EntityEnderman$AIFindPlayer/func_75250_a()Z,shouldExecute
func,acu$b/a(Lacu$b;)Lacu;,net/minecraft/entity/monster/EntityEnderman$AIFindPlayer/access$000(Lnet/minecraft/entity/monster/EntityEnderman$AIFindPlayer;)Lnet/minecraft/entity/monster/EntityEnderman;,-
func,acu$b/b()Z,net/minecraft/entity/monster/EntityEnderman$AIFindPlayer/func_75253_b()Z,shouldContinueExecuting
func,acu$b/c()V,net/minecraft/entity/monster/EntityEnderman$AIFindPlayer/func_75249_e()V,startExecuting
func,acu$b/d()V,net/minecraft/entity/monster/EntityEnderman$AIFindPlayer/func_75251_c()V,resetTask
func,acu$b/e()V,net/minecraft/entity/monster/EntityEnderman$AIFindPlayer/func_75246_d()V,updateTask
func,acu$c/a()Z,net/minecraft/entity/monster/EntityEnderman$AITakeBlock/func_75250_a()Z,shouldExecute
func,acu$c/e()V,net/minecraft/entity/monster/EntityEnderman$AITakeBlock/func_75246_d()V,updateTask
func,acu/F()Lqe;,net/minecraft/entity/monster/EntityEnderman/func_184639_G()Lnet/minecraft/util/SoundEvent;,getAmbientSound
func,acu/J()Lnf;,net/minecraft/entity/monster/EntityEnderman/func_184647_J()Lnet/minecraft/util/ResourceLocation;,getLootTable
func,acu/M()V,net/minecraft/entity/monster/EntityEnderman/func_70619_bc()V,updateAITasks
func,acu/a(Lacu;Laed;)Z,net/minecraft/entity/monster/EntityEnderman/access$100(Lnet/minecraft/entity/monster/EntityEnderman;Lnet/minecraft/entity/player/EntityPlayer;)Z,-
func,acu/a(Lfy;)V,net/minecraft/entity/monster/EntityEnderman/func_70037_a(Lnet/minecraft/nbt/NBTTagCompound;)V,readEntityFromNBT
func,acu/a(Lmy;)V,net/minecraft/entity/monster/EntityEnderman/func_184206_a(Lnet/minecraft/network/datasync/DataParameter;)V,notifyDataManagerChange
func,acu/a(Lry;)V,net/minecraft/entity/monster/EntityEnderman/func_189763_b(Lnet/minecraft/util/datafix/DataFixer;)V,registerFixesEnderman
func,acu/a(Lur;F)Z,net/minecraft/entity/monster/EntityEnderman/func_70097_a(Lnet/minecraft/util/DamageSource;F)Z,attackEntityFrom
func,acu/a(Lvg;)Z,net/minecraft/entity/monster/EntityEnderman/func_70816_c(Lnet/minecraft/entity/Entity;)Z,teleportToEntity
func,acu/a(ZI)V,net/minecraft/entity/monster/EntityEnderman/func_82160_b(ZI)V,dropEquipment
func,acu/b(Lawt;)V,net/minecraft/entity/monster/EntityEnderman/func_175490_a(Lnet/minecraft/block/state/IBlockState;)V,setHeldBlockState
func,acu/b(Lfy;)V,net/minecraft/entity/monster/EntityEnderman/func_70014_b(Lnet/minecraft/nbt/NBTTagCompound;)V,writeEntityToNBT
func,acu/d(Lur;)Lqe;,net/minecraft/entity/monster/EntityEnderman/func_184601_bQ(Lnet/minecraft/util/DamageSource;)Lnet/minecraft/util/SoundEvent;,getHurtSound
func,acu/d(Lvp;)V,net/minecraft/entity/monster/EntityEnderman/func_70624_b(Lnet/minecraft/entity/EntityLivingBase;)V,setAttackTarget
func,acu/f(Laed;)Z,net/minecraft/entity/monster/EntityEnderman/func_70821_d(Lnet/minecraft/entity/player/EntityPlayer;)Z,shouldAttackPlayer
func,acu/i()V,net/minecraft/entity/monster/EntityEnderman/func_70088_a()V,entityInit
func,acu/k(DDD)Z,net/minecraft/entity/monster/EntityEnderman/func_70825_j(DDD)Z,teleportTo
func,acu/n()V,net/minecraft/entity/monster/EntityEnderman/func_70636_d()V,onLivingUpdate
func,acu/p()V,net/minecraft/entity/monster/EntityEnderman/func_184716_o()V,playEndermanSound
func,acu/r()V,net/minecraft/entity/monster/EntityEnderman/func_184651_r()V,initEntityAI
func,acu/bM()V,net/minecraft/entity/monster/EntityEnderman/func_110147_ax()V,applyEntityAttributes
func,acu/by()F,net/minecraft/entity/monster/EntityEnderman/func_70047_e()F,getEyeHeight
func,acu/cf()Lqe;,net/minecraft/entity/monster/EntityEnderman/func_184615_bR()Lnet/minecraft/util/SoundEvent;,getDeathSound
func,acu/dm()Z,net/minecraft/entity/monster/EntityEnderman/func_70820_n()Z,teleportRandomly
func,acu/dn()Lawt;,net/minecraft/entity/monster/EntityEnderman/func_175489_ck()Lnet/minecraft/block/state/IBlockState;,getHeldBlockState
func,acu/do()Z,net/minecraft/entity/monster/EntityEnderman/func_70823_r()Z,isScreaming
func,acu/dp()Ljava/util/Set;,net/minecraft/entity/monster/EntityEnderman/access$200()Ljava/util/Set;,-
func,acv/F()Lqe;,net/minecraft/entity/monster/EntityEndermite/func_184639_G()Lnet/minecraft/util/SoundEvent;,getAmbientSound
func,acv/J()Lnf;,net/minecraft/entity/monster/EntityEndermite/func_184647_J()Lnet/minecraft/util/ResourceLocation;,getLootTable
func,acv/P()Z,net/minecraft/entity/monster/EntityEndermite/func_70601_bi()Z,getCanSpawnHere
func,acv/a(Let;Laow;)V,net/minecraft/entity/monster/EntityEndermite/func_180429_a(Lnet/minecraft/util/math/BlockPos;Lnet/minecraft/block/Block;)V,playStepSound
func,acv/a(Lfy;)V,net/minecraft/entity/monster/EntityEndermite/func_70037_a(Lnet/minecraft/nbt/NBTTagCompound;)V,readEntityFromNBT
func,acv/a(Lry;)V,net/minecraft/entity/monster/EntityEndermite/func_189764_b(Lnet/minecraft/util/datafix/DataFixer;)V,registerFixesEndermite
func,acv/a(Z)V,net/minecraft/entity/monster/EntityEndermite/func_175496_a(Z)V,setSpawnedByPlayer
func,acv/b(Lfy;)V,net/minecraft/entity/monster/EntityEndermite/func_70014_b(Lnet/minecraft/nbt/NBTTagCompound;)V,writeEntityToNBT
func,acv/d(Lur;)Lqe;,net/minecraft/entity/monster/EntityEndermite/func_184601_bQ(Lnet/minecraft/util/DamageSource;)Lnet/minecraft/util/SoundEvent;,getHurtSound
func,acv/h(F)V,net/minecraft/entity/monster/EntityEndermite/func_181013_g(F)V,setRenderYawOffset
func,acv/n()V,net/minecraft/entity/monster/EntityEndermite/func_70636_d()V,onLivingUpdate
func,acv/p()Z,net/minecraft/entity/monster/EntityEndermite/func_175495_n()Z,isSpawnedByPlayer
func,acv/r()V,net/minecraft/entity/monster/EntityEndermite/func_184651_r()V,initEntityAI
func,acv/B_()V,net/minecraft/entity/monster/EntityEndermite/func_70071_h_()V,onUpdate
func,acv/aF()D,net/minecraft/entity/monster/EntityEndermite/func_70033_W()D,getYOffset
func,acv/ak()Z,net/minecraft/entity/monster/EntityEndermite/func_70041_e_()Z,canTriggerWalking
func,acv/bM()V,net/minecraft/entity/monster/EntityEndermite/func_110147_ax()V,applyEntityAttributes
func,acv/by()F,net/minecraft/entity/monster/EntityEndermite/func_70047_e()F,getEyeHeight
func,acv/cf()Lqe;,net/minecraft/entity/monster/EntityEndermite/func_184615_bR()Lnet/minecraft/util/SoundEvent;,getDeathSound
func,acv/cn()Lvu;,net/minecraft/entity/monster/EntityEndermite/func_70668_bt()Lnet/minecraft/entity/EnumCreatureAttribute;,getCreatureAttribute
func,acv/s_()Z,net/minecraft/entity/monster/EntityEndermite/func_70814_o()Z,isValidLightLevel
func,acw$1/a(Lvg;)Z,net/minecraft/entity/monster/IMob$1/apply(Lnet/minecraft/entity/Entity;)Z,-
func,acw$1/apply(Ljava/lang/Object;)Z,net/minecraft/entity/monster/IMob$1/apply(Ljava/lang/Object;)Z,-
func,acw$2/a(Lvg;)Z,net/minecraft/entity/monster/IMob$2/apply(Lnet/minecraft/entity/Entity;)Z,-
func,acw$2/apply(Ljava/lang/Object;)Z,net/minecraft/entity/monster/IMob$2/apply(Ljava/lang/Object;)Z,-
func,acx$a/a(DDDDFI)V,net/minecraft/entity/monster/EntityEvoker$AIAttackSpell/func_190876_a(DDDDFI)V,spawnFangs
func,acx$a/f()I,net/minecraft/entity/monster/EntityEvoker$AIAttackSpell/func_190869_f()I,getCastingTime
func,acx$a/i()I,net/minecraft/entity/monster/EntityEvoker$AIAttackSpell/func_190872_i()I,getCastingInterval
func,acx$a/j()V,net/minecraft/entity/monster/EntityEvoker$AIAttackSpell/func_190868_j()V,castSpell
func,acx$a/k()Lqe;,net/minecraft/entity/monster/EntityEvoker$AIAttackSpell/func_190871_k()Lnet/minecraft/util/SoundEvent;,getSpellPrepareSound
func,acx$a/l()Ladm$a;,net/minecraft/entity/monster/EntityEvoker$AIAttackSpell/func_193320_l()Lnet/minecraft/entity/monster/EntitySpellcasterIllager$SpellType;,getSpellType
func,acx$b/e()V,net/minecraft/entity/monster/EntityEvoker$AICastingSpell/func_75246_d()V,updateTask
func,acx$c/a()Z,net/minecraft/entity/monster/EntityEvoker$AISummonSpell/func_75250_a()Z,shouldExecute
func,acx$c/f()I,net/minecraft/entity/monster/EntityEvoker$AISummonSpell/func_190869_f()I,getCastingTime
func,acx$c/i()I,net/minecraft/entity/monster/EntityEvoker$AISummonSpell/func_190872_i()I,getCastingInterval
func,acx$c/j()V,net/minecraft/entity/monster/EntityEvoker$AISummonSpell/func_190868_j()V,castSpell
func,acx$c/k()Lqe;,net/minecraft/entity/monster/EntityEvoker$AISummonSpell/func_190871_k()Lnet/minecraft/util/SoundEvent;,getSpellPrepareSound
func,acx$c/l()Ladm$a;,net/minecraft/entity/monster/EntityEvoker$AISummonSpell/func_193320_l()Lnet/minecraft/entity/monster/EntitySpellcasterIllager$SpellType;,getSpellType
func,acx$d$1/a(Laag;)Z,net/minecraft/entity/monster/EntityEvoker$AIWololoSpell$1/apply(Lnet/minecraft/entity/passive/EntitySheep;)Z,-
func,acx$d$1/apply(Ljava/lang/Object;)Z,net/minecraft/entity/monster/EntityEvoker$AIWololoSpell$1/apply(Ljava/lang/Object;)Z,-
func,acx$d/a()Z,net/minecraft/entity/monster/EntityEvoker$AIWololoSpell/func_75250_a()Z,shouldExecute
func,acx$d/b()Z,net/minecraft/entity/monster/EntityEvoker$AIWololoSpell/func_75253_b()Z,shouldContinueExecuting
func,acx$d/c()V,net/minecraft/entity/monster/EntityEvoker$AIWololoSpell/func_75249_e()V,startExecuting
func,acx$d/d()V,net/minecraft/entity/monster/EntityEvoker$AIWololoSpell/func_75251_c()V,resetTask
func,acx$d/e()V,net/minecraft/entity/monster/EntityEvoker$AIWololoSpell/func_75246_d()V,updateTask
func,acx$d/f()I,net/minecraft/entity/monster/EntityEvoker$AIWololoSpell/func_190869_f()I,getCastingTime
func,acx$d/i()I,net/minecraft/entity/monster/EntityEvoker$AIWololoSpell/func_190872_i()I,getCastingInterval
func,acx$d/j()V,net/minecraft/entity/monster/EntityEvoker$AIWololoSpell/func_190868_j()V,castSpell
func,acx$d/k()Lqe;,net/minecraft/entity/monster/EntityEvoker$AIWololoSpell/func_190871_k()Lnet/minecraft/util/SoundEvent;,getSpellPrepareSound
func,acx$d/l()Ladm$a;,net/minecraft/entity/monster/EntityEvoker$AIWololoSpell/func_193320_l()Lnet/minecraft/entity/monster/EntitySpellcasterIllager$SpellType;,getSpellType
func,acx$d/m()I,net/minecraft/entity/monster/EntityEvoker$AIWololoSpell/func_190867_m()I,getCastWarmupTime
func,acx/F()Lqe;,net/minecraft/entity/monster/EntityEvoker/func_184639_G()Lnet/minecraft/util/SoundEvent;,getAmbientSound
func,acx/J()Lnf;,net/minecraft/entity/monster/EntityEvoker/func_184647_J()Lnet/minecraft/util/ResourceLocation;,getLootTable
func,acx/M()V,net/minecraft/entity/monster/EntityEvoker/func_70619_bc()V,updateAITasks
func,acx/a(Laag;)V,net/minecraft/entity/monster/EntityEvoker/func_190748_a(Lnet/minecraft/entity/passive/EntitySheep;)V,setWololoTarget
func,acx/a(Lacx;)Laag;,net/minecraft/entity/monster/EntityEvoker/access$300(Lnet/minecraft/entity/monster/EntityEvoker;)Lnet/minecraft/entity/passive/EntitySheep;,-
func,acx/a(Lacx;Laag;)V,net/minecraft/entity/monster/EntityEvoker/access$900(Lnet/minecraft/entity/monster/EntityEvoker;Lnet/minecraft/entity/passive/EntitySheep;)V,-
func,acx/a(Lfy;)V,net/minecraft/entity/monster/EntityEvoker/func_70037_a(Lnet/minecraft/nbt/NBTTagCompound;)V,readEntityFromNBT
func,acx/a(Lry;)V,net/minecraft/entity/monster/EntityEvoker/func_190759_b(Lnet/minecraft/util/datafix/DataFixer;)V,registerFixesEvoker
func,acx/b(Lacx;)Ljava/util/Random;,net/minecraft/entity/monster/EntityEvoker/access$400(Lnet/minecraft/entity/monster/EntityEvoker;)Ljava/util/Random;,-
func,acx/b(Lfy;)V,net/minecraft/entity/monster/EntityEvoker/func_70014_b(Lnet/minecraft/nbt/NBTTagCompound;)V,writeEntityToNBT
func,acx/c(Lacx;)Ljava/util/Random;,net/minecraft/entity/monster/EntityEvoker/access$500(Lnet/minecraft/entity/monster/EntityEvoker;)Ljava/util/Random;,-
func,acx/d(Lacx;)Ljava/util/Random;,net/minecraft/entity/monster/EntityEvoker/access$600(Lnet/minecraft/entity/monster/EntityEvoker;)Ljava/util/Random;,-
func,acx/d(Lur;)Lqe;,net/minecraft/entity/monster/EntityEvoker/func_184601_bQ(Lnet/minecraft/util/DamageSource;)Lnet/minecraft/util/SoundEvent;,getHurtSound
func,acx/e(Lacx;)Ljava/util/Random;,net/minecraft/entity/monster/EntityEvoker/access$700(Lnet/minecraft/entity/monster/EntityEvoker;)Ljava/util/Random;,-
func,acx/f(Lacx;)Ljava/util/Random;,net/minecraft/entity/monster/EntityEvoker/access$800(Lnet/minecraft/entity/monster/EntityEvoker;)Ljava/util/Random;,-
func,acx/i()V,net/minecraft/entity/monster/EntityEvoker/func_70088_a()V,entityInit
func,acx/r()V,net/minecraft/entity/monster/EntityEvoker/func_184651_r()V,initEntityAI
func,acx/r(Lvg;)Z,net/minecraft/entity/monster/EntityEvoker/func_184191_r(Lnet/minecraft/entity/Entity;)Z,isOnSameTeam
func,acx/B_()V,net/minecraft/entity/monster/EntityEvoker/func_70071_h_()V,onUpdate
func,acx/bM()V,net/minecraft/entity/monster/EntityEvoker/func_110147_ax()V,applyEntityAttributes
func,acx/cf()Lqe;,net/minecraft/entity/monster/EntityEvoker/func_184615_bR()Lnet/minecraft/util/SoundEvent;,getDeathSound
func,acx/dm()Lqe;,net/minecraft/entity/monster/EntityEvoker/func_193086_dk()Lnet/minecraft/util/SoundEvent;,getSpellSound
func,acx/dq()Laag;,net/minecraft/entity/monster/EntityEvoker/func_190751_dj()Lnet/minecraft/entity/passive/EntitySheep;,getWololoTarget
func,acy$a/a()Z,net/minecraft/entity/monster/EntityGhast$AILookAround/func_75250_a()Z,shouldExecute
func,acy$a/e()V,net/minecraft/entity/monster/EntityGhast$AILookAround/func_75246_d()V,updateTask
func,acy$b/a()V,net/minecraft/entity/monster/EntityGhast$GhastMoveHelper/func_75641_c()V,onUpdateMoveHelper
func,acy$b/b(DDDD)Z,net/minecraft/entity/monster/EntityGhast$GhastMoveHelper/func_179926_b(DDDD)Z,isNotColliding
func,acy$c/a()Z,net/minecraft/entity/monster/EntityGhast$AIFireballAttack/func_75250_a()Z,shouldExecute
func,acy$c/c()V,net/minecraft/entity/monster/EntityGhast$AIFireballAttack/func_75249_e()V,startExecuting
func,acy$c/d()V,net/minecraft/entity/monster/EntityGhast$AIFireballAttack/func_75251_c()V,resetTask
func,acy$c/e()V,net/minecraft/entity/monster/EntityGhast$AIFireballAttack/func_75246_d()V,updateTask
func,acy$d/a()Z,net/minecraft/entity/monster/EntityGhast$AIRandomFly/func_75250_a()Z,shouldExecute
func,acy$d/b()Z,net/minecraft/entity/monster/EntityGhast$AIRandomFly/func_75253_b()Z,shouldContinueExecuting
func,acy$d/c()V,net/minecraft/entity/monster/EntityGhast$AIRandomFly/func_75249_e()V,startExecuting
func,acy/F()Lqe;,net/minecraft/entity/monster/EntityGhast/func_184639_G()Lnet/minecraft/util/SoundEvent;,getAmbientSound
func,acy/J()Lnf;,net/minecraft/entity/monster/EntityGhast/func_184647_J()Lnet/minecraft/util/ResourceLocation;,getLootTable
func,acy/P()Z,net/minecraft/entity/monster/EntityGhast/func_70601_bi()Z,getCanSpawnHere
func,acy/a(Lfy;)V,net/minecraft/entity/monster/EntityGhast/func_70037_a(Lnet/minecraft/nbt/NBTTagCompound;)V,readEntityFromNBT
